Date,Time,ID,Name,Comments
2021/11/04,00:11:53:19,883060,NTV SOCIAL MEDIA STING_SMALLER TEXT,New Clip
2021/11/04,00:12:08:18,1264205,HUNTERS_CUTDOWN 1_0026,(null)
2021/11/04,00:12:35:05,1280891,061121_KENYA RAILWAYS DOCU_0037,New Clip
2021/11/04,00:13:13:04,1184701,Kwetu Mixx_ BREAK_BUMPER,(null)
2021/11/04,00:13:20:16,1281660,031121_KWETU MIXX_PT 2_DUR 1614_1POP_NIGHT,New Clip
2021/11/04,00:29:35:05,883060,NTV SOCIAL MEDIA STING_SMALLER TEXT,New Clip
2021/11/04,00:29:50:03,1269840,UPNEXT WITH STARTIMES SEPTEMBER NEWEST,(null)
2021/11/04,00:30:04:18,1280561,SPRITE_NBA TOP TEN PLAYS_0151gd,New Clip
2021/11/04,00:31:56:10,1244265,GEN_GUMZO LA SATO PROMO BEST,(null)
2021/11/04,00:32:56:11,1184701,Kwetu Mixx_ BREAK_BUMPER,(null)
2021/11/04,00:33:03:22,1281636,031121_KWETU MIXX_PT 3_DUR 1743_2SQZS,New Clip
2021/11/04,00:50:47:08,847720,NTV_STATION ID_MUSIC ONLY_FINAL mov,New Clip
2021/11/04,00:51:02:04,844071,CNN_coming up,New Clip
2021/11/04,00:51:14:05,1280846,COMING UP WITH MORTEIN LED,(null)
2021/11/04,00:51:29:24,1274903,NBA 75TH_PROMO_0044,(null)
2021/11/04,00:52:14:03,1272824,SKIZA NA NATION DENZEL,New Clip
2021/11/04,00:52:59:02,1280891,061121_KENYA RAILWAYS DOCU_0037,New Clip
2021/11/04,00:53:37:01,1109714,NTV_STATION ID_MUSIC AND VOICE IDENT _FINAL mov,New Clip
2021/11/04,00:53:53:06,1109714,NTV_STATION ID_MUSIC AND VOICE IDENT _FINAL mov,New Clip
2021/11/04,04:37:04:02,000000,BLACK,(null)
2021/11/04,04:37:32:21,000000,BLACK,(null)
2021/11/04,04:37:34:06,847720,NTV_STATION ID_MUSIC ONLY_FINAL mov,New Clip
